filepath,emotion,features
processed_ravdess\03-01-07-02-02-01-03.wav,7,"[-310.1800537109375, 73.42669677734375, 4.64111328125, 10.826001167297363, -0.26169320940971375, -1.2987546920776367, -8.524811744689941, 3.814742088317871, -2.774338960647583, -6.769139289855957, 1.5638118982315063, -0.09771590679883957, -2.4385743141174316, 170.4612274169922, 55.235443115234375, 33.258201599121094, 24.244781494140625, 27.191545486450195, 15.2218017578125, 18.16674041748047, 18.047218322753906, 11.556827545166016, 14.937511444091797, 10.267901420593262, 12.770805358886719, 7.720950126647949, 0.45127972960472107, 0.5249117016792297, 0.5200120806694031, 0.5287691354751587, 0.5310189127922058, 0.484073281288147, 0.4974307417869568, 0.5294396281242371, 0.5295572280883789, 0.5515057444572449, 0.5553754568099976, 0.4962807595729828, 0.3014550805091858, 0.32696279883384705, 0.33867472410202026, 0.35338518023490906, 0.358428955078125, 0.3522430956363678, 0.37400129437446594, 0.34627634286880493, 0.332501620054245, 0.333270788192749, 0.30149126052856445, 0.2940111458301544, 1931.2335635729876, 1531.6166300769457, 3646.2458231362953, 2709.623676391787, 0.07564829631024096, 0.12176179440802586]"
processed_ravdess\03-01-07-02-01-02-11.wav,7,"[-289.4575500488281, 55.858951568603516, 13.702316284179688, 18.1231746673584, 6.752100467681885, 3.6101479530334473, 4.364316463470459, 0.24018877744674683, -5.177775859832764, 1.2808988094329834, 5.544266223907471, -2.8610787391662598, -1.0287797451019287, 180.4285125732422, 52.67021942138672, 21.170562744140625, 24.88320541381836, 21.08368682861328, 19.03114128112793, 15.719573974609375, 14.976217269897461, 16.075571060180664, 11.636070251464844, 10.367812156677246, 12.45107650756836, 9.885804176330566, 0.4611668586730957, 0.5830910801887512, 0.5945268869400024, 0.5665663480758667, 0.5591235160827637, 0.582679033279419, 0.5688486695289612, 0.5651177167892456, 0.553670346736908, 0.531083881855011, 0.523152768611908, 0.4567980468273163, 0.2894108295440674, 0.3171142637729645, 0.2885112762451172, 0.33912232518196106, 0.3557080626487732, 0.3636663854122162, 0.36378592252731323, 0.33335232734680176, 0.29646578431129456, 0.2813037037849426, 0.32026273012161255, 0.3003423810005188, 2383.018295663925, 1380.9439328688625, 5047.172732469512, 2786.02736095553, 0.0874559355945122, 0.09865590635138761]"
processed_ravdess\03-01-07-02-01-01-23.wav,7,"[-381.9989318847656, 51.494380950927734, 5.237577438354492, 12.103322982788086, 8.118193626403809, 6.713881969451904, 3.575803279876709, 3.3704681396484375, -2.2646944522857666, 0.9912882447242737, 5.910046577453613, 2.177462100982666, 3.072894334793091, 176.02850341796875, 59.877967834472656, 25.313434600830078, 21.644075393676758, 20.034107208251953, 17.061721801757812, 13.254749298095703, 9.817963600158691, 12.745272636413574, 10.01165771484375, 8.951026916503906, 10.832748413085938, 6.9814043045043945, 0.6312256455421448, 0.6831268072128296, 0.7138331532478333, 0.7476165890693665, 0.7746433019638062, 0.811851441860199, 0.7819671034812927, 0.758953869342804, 0.7125911116600037, 0.6677206158638, 0.6306617259979248, 0.6030161380767822, 0.2763163149356842, 0.30371353030204773, 0.32186442613601685, 0.33778372406959534, 0.33491066098213196, 0.3048299252986908, 0.31582438945770264, 0.31623706221580505, 0.31620481610298157, 0.3125324249267578, 0.2879873812198639, 0.2597561180591583, 825.5210917239452, 1245.4443269241112, 1473.250371759588, 2393.856497449724, 0.01833551580255682, 0.037269457628038856]"
processed_ravdess\03-01-07-02-02-02-06.wav,7,"[-326.5186462402344, 52.41862869262695, 4.489076614379883, 5.396877288818359, 0.4137483537197113, -4.11275577545166, -5.634068965911865, 1.0631382465362549, 0.3556973338127136, 5.004587650299072, 2.1241953372955322, 6.423717498779297, 1.9502501487731934, 146.36074829101562, 59.452030181884766, 35.88986587524414, 22.481969833374023, 20.237350463867188, 21.78316879272461, 20.81897735595703, 16.865766525268555, 11.659212112426758, 11.069071769714355, 9.853071212768555, 8.343232154846191, 10.053014755249023, 0.6399635672569275, 0.6627136468887329, 0.654542088508606, 0.5929741263389587, 0.5390724539756775, 0.5184280276298523, 0.49735888838768005, 0.485223650932312, 0.519128143787384, 0.4817318916320801, 0.4893374443054199, 0.5104983448982239, 0.3660164773464203, 0.3398844599723816, 0.38984909653663635, 0.40763571858406067, 0.4288477897644043, 0.431594580411911, 0.4213106334209442, 0.386100172996521, 0.3809511363506317, 0.3535420298576355, 0.35788509249687195, 0.3533933758735657, 1816.829617006418, 1826.4937989762818, 2988.1075127180234, 2815.180934270674, 0.08478209029796512, 0.16304054334768897]"
processed_ravdess\03-01-07-01-02-02-02.wav,7,"[-362.4732360839844, 57.887672424316406, -8.000271797180176, 11.845963478088379, -1.682625651359558, 1.009485125541687, -3.6329784393310547, -9.14096450805664, 2.056851863861084, 5.853660583496094, -4.2509918212890625, 4.138210296630859, -3.465709924697876, 191.2701416015625, 64.46208953857422, 36.96302032470703, 25.226749420166016, 20.114160537719727, 17.810117721557617, 14.951128959655762, 21.42694091796875, 14.594740867614746, 10.988801002502441, 12.211003303527832, 9.695537567138672, 14.45741081237793, 0.5246759653091431, 0.5685185194015503, 0.5475612878799438, 0.6047901511192322, 0.6156617403030396, 0.6677972674369812, 0.7186866402626038, 0.6755695343017578, 0.6619197726249695, 0.6778582334518433, 0.6013134121894836, 0.49660930037498474, 0.3293873965740204, 0.37551379203796387, 0.40247151255607605, 0.4198022484779358, 0.4192787706851959, 0.4060967266559601, 0.36759936809539795, 0.3801082372665405, 0.3693455755710602, 0.3342578709125519, 0.3039611577987671, 0.29702162742614746, 1207.4650031850033, 1580.1357248197214, 2026.0668651167168, 2575.890610341179, 0.05016942771084337, 0.1081910745479678]"
processed_ravdess\03-01-07-01-01-02-05.wav,7,"[-374.7332763671875, 47.723548889160156, 9.61524772644043, 16.99117660522461, 4.020862102508545, -1.6880415678024292, 1.5757594108581543, 3.5399255752563477, 3.155644178390503, 4.999411582946777, 8.289274215698242, 5.267658233642578, 1.9223628044128418, 160.9108428955078, 54.749698638916016, 22.86689567565918, 18.76250648498535, 23.291475296020508, 18.017404556274414, 10.396766662597656, 12.460871696472168, 8.984363555908203, 6.936140537261963, 9.7454195022583, 8.488576889038086, 8.49438190460205, 0.5722809433937073, 0.5910874009132385, 0.6407336592674255, 0.6706266403198242, 0.7148875594139099, 0.792323887348175, 0.768241822719574, 0.6864203810691833, 0.6480098366737366, 0.6492417454719543, 0.5889246463775635, 0.5439043641090393, 0.27289849519729614, 0.2983666658401489, 0.30773577094078064, 0.3155917823314667, 0.3047136068344116, 0.28831374645233154, 0.29214397072792053, 0.32931578159332275, 0.3158339560031891, 0.27934542298316956, 0.28671368956565857, 0.24852481484413147, 2137.9076358319826, 1281.9030499251078, 4696.975552833686, 2251.2254322924096, 0.07254700741525423, 0.10465633508643539]"
processed_ravdess\03-01-07-01-01-01-02.wav,7,"[-328.5351257324219, 56.45813751220703, -7.694584846496582, 11.173162460327148, -4.09462308883667, 5.1089372634887695, -4.860146522521973, -7.886753082275391, 0.1326034814119339, 2.7488152980804443, -1.36838960647583, 2.686729907989502, -1.69715416431427, 178.46923828125, 59.65028381347656, 28.16081428527832, 24.422470092773438, 20.95195198059082, 14.773884773254395, 15.185462951660156, 18.627788543701172, 15.409906387329102, 10.937603950500488, 10.351409912109375, 8.26427173614502, 10.350399017333984, 0.5762657523155212, 0.5839160680770874, 0.5597649812698364, 0.6135304570198059, 0.6350499987602234, 0.6682987213134766, 0.6604458093643188, 0.68513023853302, 0.6554867625236511, 0.6337104439735413, 0.5597089529037476, 0.5341084003448486, 0.30956172943115234, 0.34505778551101685, 0.365542471408844, 0.382101446390152, 0.3784632384777069, 0.39613503217697144, 0.3780449330806732, 0.3625357151031494, 0.31970274448394775, 0.3186737298965454, 0.30473923683166504, 0.28873148560523987, 1436.7392409417434, 1315.129414739218, 2679.5972140330186, 2327.6729783601795, 0.057420646619496855, 0.08395637681793568]"
processed_ravdess\03-01-07-01-02-01-02.wav,7,"[-340.8561096191406, 59.312828063964844, -2.5449130535125732, 10.367717742919922, 0.7774176597595215, 3.3587749004364014, -2.0091655254364014, -7.078100204467773, 0.211446613073349, 5.602896213531494, -3.006840944290161, 3.9290339946746826, -2.3019843101501465, 183.21304321289062, 68.46572875976562, 34.947200775146484, 25.633174896240234, 16.96437644958496, 17.512939453125, 13.521360397338867, 19.225282669067383, 14.760233879089355, 10.28856086730957, 10.85975170135498, 8.0778226852417, 13.985782623291016, 0.5250909328460693, 0.559288501739502, 0.5243674516677856, 0.5634236335754395, 0.6189987659454346, 0.7163198590278625, 0.7156206965446472, 0.6668806076049805, 0.6142590641975403, 0.6419401168823242, 0.6260238289833069, 0.5260251760482788, 0.3173377513885498, 0.36038684844970703, 0.39255112409591675, 0.4077354967594147, 0.3963269889354706, 0.3925020694732666, 0.36758387088775635, 0.4015428125858307, 0.375699907541275, 0.3289640247821808, 0.30550748109817505, 0.28561660647392273, 1284.2555465256028, 1733.2532420155148, 2099.7451873596556, 2693.8747287700944, 0.05771367421407186, 0.12842250161694946]"
processed_ravdess\03-01-07-02-01-02-02.wav,7,"[-372.8734436035156, 52.549503326416016, -6.7179951667785645, 10.867498397827148, -6.709664344787598, 2.7675609588623047, -0.5273858308792114, -6.764274597167969, -0.8434006571769714, 4.813008785247803, -0.7808045148849487, 1.9421417713165283, -1.969347357749939, 178.05587768554688, 58.120662689208984, 33.037200927734375, 26.65922737121582, 20.63395881652832, 18.027015686035156, 14.404685974121094, 18.35701560974121, 13.50068473815918, 10.606672286987305, 10.35049057006836, 9.102241516113281, 11.316435813903809, 0.5985678434371948, 0.5946062207221985, 0.567046582698822, 0.6039535403251648, 0.652118980884552, 0.6952224969863892, 0.6891432404518127, 0.6421784162521362, 0.618105411529541, 0.5921072959899902, 0.5627900958061218, 0.5285739302635193, 0.3116123080253601, 0.35238778591156006, 0.3782556354999542, 0.38696223497390747, 0.37467625737190247, 0.37525346875190735, 0.373482882976532, 0.37889862060546875, 0.363108366727829, 0.33335328102111816, 0.29669639468193054, 0.2759941816329956, 1474.8058010430873, 1432.464334620274, 2501.3401820006984, 2696.59598249547, 0.05683430080307263, 0.08055845248563576]"
processed_ravdess\03-01-07-01-02-01-19.wav,7,"[-323.8930969238281, 67.85881805419922, 14.758519172668457, 19.45248794555664, 3.1668131351470947, 11.702375411987305, -3.021684169769287, -5.409730911254883, 0.3201579749584198, 4.909486770629883, 4.312584400177002, -1.398022174835205, 8.217867851257324, 152.6797332763672, 71.61880493164062, 24.35287857055664, 17.184782028198242, 25.05962562561035, 20.778017044067383, 17.570215225219727, 17.783245086669922, 12.579461097717285, 9.212543487548828, 11.128973007202148, 12.572274208068848, 9.197197914123535, 0.5268931984901428, 0.6301725506782532, 0.6805849075317383, 0.6621047258377075, 0.6719390153884888, 0.6547340154647827, 0.6393585801124573, 0.6995605826377869, 0.762340784072876, 0.7144640684127808, 0.6051997542381287, 0.5011377334594727, 0.2970147430896759, 0.31157901883125305, 0.34553244709968567, 0.3536950945854187, 0.3767511546611786, 0.37847092747688293, 0.38058793544769287, 0.3487180471420288, 0.2855461537837982, 0.2763923108577728, 0.2951382100582123, 0.27736741304397583, 1289.9937701843398, 1512.7648219020323, 2269.898681640625, 2552.452661714156, 0.02861599392361111, 0.07000333840913497]"
processed_ravdess\03-01-07-01-01-02-05.wav,7,"[-374.7332763671875, 47.723548889160156, 9.61524772644043, 16.99117660522461, 4.020862102508545, -1.6880415678024292, 1.5757594108581543, 3.5399255752563477, 3.155644178390503, 4.999411582946777, 8.289274215698242, 5.267658233642578, 1.9223628044128418, 160.9108428955078, 54.749698638916016, 22.86689567565918, 18.76250648498535, 23.291475296020508, 18.017404556274414, 10.396766662597656, 12.460871696472168, 8.984363555908203, 6.936140537261963, 9.7454195022583, 8.488576889038086, 8.49438190460205, 0.5722809433937073, 0.5910874009132385, 0.6407336592674255, 0.6706266403198242, 0.7148875594139099, 0.792323887348175, 0.768241822719574, 0.6864203810691833, 0.6480098366737366, 0.6492417454719543, 0.5889246463775635, 0.5439043641090393, 0.27289849519729614, 0.2983666658401489, 0.30773577094078064, 0.3155917823314667, 0.3047136068344116, 0.28831374645233154, 0.29214397072792053, 0.32931578159332275, 0.3158339560031891, 0.27934542298316956, 0.28671368956565857, 0.24852481484413147, 2137.9076358319826, 1281.9030499251078, 4696.975552833686, 2251.2254322924096, 0.07254700741525423, 0.10465633508643539]"
processed_ravdess\03-01-07-01-02-01-18.wav,7,"[-330.50189208984375, 54.41977310180664, -2.060872793197632, -1.1085267066955566, -0.19861233234405518, 2.311549663543701, -2.5385639667510986, -8.586647987365723, -6.887028217315674, 2.978549003601074, 3.009418249130249, -2.235969305038452, 2.2494959831237793, 186.7735137939453, 71.32440948486328, 29.21392822265625, 19.813556671142578, 17.662757873535156, 18.431655883789062, 17.80356216430664, 14.655742645263672, 17.265087127685547, 8.804338455200195, 6.876570224761963, 13.201131820678711, 7.900350093841553, 0.5313685536384583, 0.6148680448532104, 0.6581059098243713, 0.6765787601470947, 0.6339571475982666, 0.5672837495803833, 0.5958850979804993, 0.6230214834213257, 0.6334860324859619, 0.5872701406478882, 0.5150133371353149, 0.5102400779724121, 0.2924157679080963, 0.312247097492218, 0.320904940366745, 0.3254789710044861, 0.3618021309375763, 0.4006465971469879, 0.42229220271110535, 0.3906309902667999, 0.34162238240242004, 0.3403341472148895, 0.3049089312553406, 0.2976457476615906, 1673.2737183333952, 2082.9851777194503, 2788.3466612617926, 3056.9676213770526, 0.09062991352201258, 0.19362873247144538]"
processed_ravdess\03-01-07-01-02-01-18.wav,7,"[-330.50189208984375, 54.41977310180664, -2.060872793197632, -1.1085267066955566, -0.19861233234405518, 2.311549663543701, -2.5385639667510986, -8.586647987365723, -6.887028217315674, 2.978549003601074, 3.009418249130249, -2.235969305038452, 2.2494959831237793, 186.7735137939453, 71.32440948486328, 29.21392822265625, 19.813556671142578, 17.662757873535156, 18.431655883789062, 17.80356216430664, 14.655742645263672, 17.265087127685547, 8.804338455200195, 6.876570224761963, 13.201131820678711, 7.900350093841553, 0.5313685536384583, 0.6148680448532104, 0.6581059098243713, 0.6765787601470947, 0.6339571475982666, 0.5672837495803833, 0.5958850979804993, 0.6230214834213257, 0.6334860324859619, 0.5872701406478882, 0.5150133371353149, 0.5102400779724121, 0.2924157679080963, 0.312247097492218, 0.320904940366745, 0.3254789710044861, 0.3618021309375763, 0.4006465971469879, 0.42229220271110535, 0.3906309902667999, 0.34162238240242004, 0.3403341472148895, 0.3049089312553406, 0.2976457476615906, 1673.2737183333952, 2082.9851777194503, 2788.3466612617926, 3056.9676213770526, 0.09062991352201258, 0.19362873247144538]"
processed_ravdess\03-01-07-02-01-02-09.wav,7,"[-334.4157409667969, 82.48314666748047, 5.710887908935547, 27.306257247924805, 17.401453018188477, 1.1297062635421753, 3.627890110015869, 6.270163059234619, 1.801015019416809, 1.729496955871582, 2.1543726921081543, 1.7401236295700073, 6.886428356170654, 166.71615600585938, 58.75420379638672, 29.916540145874023, 17.022964477539062, 17.247215270996094, 20.516321182250977, 10.604995727539062, 8.358081817626953, 11.268691062927246, 10.384115219116211, 7.914684772491455, 9.108833312988281, 8.712337493896484, 0.5705125331878662, 0.6098112463951111, 0.6760443449020386, 0.6865867376327515, 0.685865044593811, 0.7088743448257446, 0.6942692995071411, 0.713191568851471, 0.6862832903862, 0.6594904661178589, 0.6282472610473633, 0.570196270942688, 0.27283817529678345, 0.32156792283058167, 0.32849177718162537, 0.3460231125354767, 0.3545614778995514, 0.3638730049133301, 0.34008240699768066, 0.31345492601394653, 0.29286065697669983, 0.30175453424453735, 0.2985451817512512, 0.26400238275527954, 972.9338003005298, 1046.649760920862, 1811.181640625, 2268.4073008386376, 0.009031607434640522, 0.01628973881597102]"
processed_ravdess\03-01-07-02-01-01-22.wav,7,"[-332.0062255859375, 48.74800491333008, -11.181487083435059, 7.727649688720703, 3.195934534072876, -2.9439597129821777, -8.483919143676758, -3.8499269485473633, -3.4770944118499756, 5.025211334228516, 3.4502973556518555, -4.304004669189453, 5.35294246673584, 156.49058532714844, 57.15872573852539, 31.167333602905273, 24.981801986694336, 21.928932189941406, 17.0929012298584, 18.53271484375, 13.916110038757324, 13.379145622253418, 12.640619277954102, 11.850218772888184, 13.653608322143555, 8.262384414672852, 0.5209523439407349, 0.5133315324783325, 0.5494592189788818, 0.6210459470748901, 0.6653210520744324, 0.6855182647705078, 0.6441425085067749, 0.6567655801773071, 0.6491143703460693, 0.579439640045166, 0.49444520473480225, 0.4910227954387665, 0.3439454436302185, 0.36357229948043823, 0.3877753019332886, 0.38172703981399536, 0.38340798020362854, 0.38520655035972595, 0.3797275722026825, 0.3545980155467987, 0.3359975218772888, 0.3301205337047577, 0.3130568563938141, 0.29654330015182495, 1382.6153727789945, 1434.412303097468, 2425.309378201844, 2579.2742793732104, 0.03856621413934426, 0.054816433682736275]"
processed_ravdess\03-01-07-02-01-01-21.wav,7,"[-409.01446533203125, 73.41490173339844, -0.08929148316383362, 18.7203369140625, 20.603605270385742, -1.591587781906128, 8.930695533752441, -0.9012705087661743, -2.1126692295074463, 10.219141960144043, 8.378686904907227, 2.519893169403076, 3.979717254638672, 206.8102569580078, 57.275569915771484, 27.861509323120117, 26.726037979125977, 18.993515014648438, 29.019878387451172, 14.34021282196045, 14.880827903747559, 14.603060722351074, 10.065857887268066, 12.44645881652832, 11.088700294494629, 7.28708028793335, 0.5739941596984863, 0.6307060718536377, 0.6370300650596619, 0.7169927954673767, 0.7643184661865234, 0.786890983581543, 0.7760953307151794, 0.7612428069114685, 0.7060045003890991, 0.6197869777679443, 0.5802937150001526, 0.5236654877662659, 0.31503376364707947, 0.332297682762146, 0.34751635789871216, 0.3277331590652466, 0.3060765266418457, 0.3008972108364105, 0.2919839322566986, 0.2853871285915375, 0.3064793646335602, 0.2748982608318329, 0.28046369552612305, 0.2739913761615753, 1117.1536837714875, 1190.8386376805336, 1844.7592995383523, 2266.8533805780617, 0.034043745561079544, 0.050821719788929555]"
processed_ravdess\03-01-07-01-01-01-05.wav,7,"[-362.24603271484375, 59.01972961425781, 13.44006061553955, 21.333938598632812, 7.919921875, 2.4545300006866455, 3.9852993488311768, 1.4869261980056763, 3.7351956367492676, 5.8526129722595215, 9.195301055908203, 5.378441333770752, 2.4501495361328125, 163.4508514404297, 58.3447151184082, 21.260852813720703, 23.89362144470215, 18.888036727905273, 19.643001556396484, 12.95767879486084, 13.087543487548828, 10.96888542175293, 8.831634521484375, 11.843592643737793, 9.01844596862793, 8.406759262084961, 0.5760185122489929, 0.5755618214607239, 0.6093352437019348, 0.6752252578735352, 0.7071406841278076, 0.7415189743041992, 0.7387507557868958, 0.6883046627044678, 0.6556834578514099, 0.6199897527694702, 0.5917102098464966, 0.5872923731803894, 0.2670273780822754, 0.2912409007549286, 0.31219372153282166, 0.32602012157440186, 0.3245930075645447, 0.32840752601623535, 0.3058069348335266, 0.31800365447998047, 0.307352751493454, 0.32165291905403137, 0.2798680365085602, 0.27750498056411743, 1801.639027841078, 1165.2332862319047, 3816.2708629261365, 1987.197029433329, 0.048647957052139035, 0.09149555568878752]"
processed_ravdess\03-01-07-01-02-02-14.wav,7,"[-309.86248779296875, 46.73948669433594, 4.689188003540039, 7.9942827224731445, -8.089282035827637, -3.3935089111328125, -5.470698833465576, -9.42304515838623, -1.3726704120635986, -3.178046703338623, -1.4121311902999878, 2.7679784297943115, 0.10063058882951736, 162.57127380371094, 62.479984283447266, 27.543678283691406, 26.08063316345215, 26.418529510498047, 16.0051212310791, 15.384546279907227, 19.121200561523438, 10.360912322998047, 11.242246627807617, 9.047721862792969, 9.973836898803711, 11.508986473083496, 0.609255313873291, 0.7057661414146423, 0.6958256959915161, 0.730812132358551, 0.6674392819404602, 0.5944498181343079, 0.5830981135368347, 0.5590443015098572, 0.5538457632064819, 0.5237866044044495, 0.4961235523223877, 0.49347516894340515, 0.31068819761276245, 0.31905433535575867, 0.31566548347473145, 0.32651588320732117, 0.3513038158416748, 0.398610919713974, 0.40999943017959595, 0.40600207448005676, 0.3993322253227234, 0.37398725748062134, 0.33846035599708557, 0.2969822585582733, 1552.2871131972272, 1858.2482080354891, 2709.8149024635736, 3124.622832331361, 0.06377911713957055, 0.1276400474171653]"
processed_ravdess\03-01-07-01-02-01-12.wav,7,"[-371.89404296875, 62.075782775878906, 1.4286526441574097, 10.103562355041504, 6.577762603759766, 2.1025776863098145, -2.2969698905944824, -9.918889999389648, 1.3575080633163452, 5.064249515533447, -1.973484754562378, 2.761174201965332, -2.670454502105713, 181.0348663330078, 58.262428283691406, 32.4450798034668, 22.323610305786133, 14.502950668334961, 15.110871315002441, 13.520700454711914, 20.38909339904785, 11.413294792175293, 6.786312103271484, 9.420957565307617, 10.068709373474121, 11.162274360656738, 0.5414877533912659, 0.5874831080436707, 0.6589570045471191, 0.7379690408706665, 0.7341102957725525, 0.714988112449646, 0.6592073440551758, 0.6161915063858032, 0.602292537689209, 0.5782434344291687, 0.5125340819358826, 0.4860510230064392, 0.34579765796661377, 0.35982975363731384, 0.36537668108940125, 0.3704887330532074, 0.3371323347091675, 0.3772004544734955, 0.4091738760471344, 0.3960631191730499, 0.3890518844127655, 0.3677845597267151, 0.32669392228126526, 0.30423325300216675, 1276.6704177899142, 1635.4529457760793, 2130.406775841346, 2806.3037782179654, 0.03704364483173077, 0.07155421460396835]"
processed_ravdess\03-01-07-02-02-02-23.wav,7,"[-366.2884826660156, 51.9591178894043, 7.62885856628418, 12.694828987121582, 9.863545417785645, 6.593020439147949, 0.7678229212760925, 1.6157844066619873, -6.448627948760986, 1.0432182550430298, 5.459481239318848, -0.14705078303813934, 2.122227191925049, 200.3196258544922, 70.51459503173828, 29.220006942749023, 20.84349822998047, 18.608261108398438, 18.572803497314453, 13.145024299621582, 10.388920783996582, 15.428285598754883, 10.592331886291504, 10.789102554321289, 11.679184913635254, 7.664402484893799, 0.6253088116645813, 0.6471416354179382, 0.6656513810157776, 0.6964077949523926, 0.7479569911956787, 0.7811983823776245, 0.7606977224349976, 0.7745339274406433, 0.7262604832649231, 0.6720079183578491, 0.6323177814483643, 0.5898127555847168, 0.2879740595817566, 0.32162773609161377, 0.3506230413913727, 0.353418231010437, 0.3252283036708832, 0.3106793165206909, 0.32366472482681274, 0.3076522946357727, 0.29760095477104187, 0.3102301359176636, 0.2906210422515869, 0.2490629106760025, 1170.2381587453613, 1799.5132099068842, 1891.3759882578593, 2885.6424903155394, 0.053564745508982034, 0.11721493842512262]"
processed_ravdess\03-01-07-02-01-01-03.wav,7,"[-318.29595947265625, 74.70783233642578, -1.1461877822875977, 21.375774383544922, 10.970681190490723, -3.397819995880127, -5.445689678192139, 0.36963579058647156, 2.2053639888763428, 1.0108205080032349, 5.0655059814453125, -1.0957286357879639, 0.714231014251709, 173.9990692138672, 47.570045471191406, 31.5196533203125, 24.5065860748291, 22.33067512512207, 15.953450202941895, 14.551658630371094, 10.13469123840332, 11.726216316223145, 11.992266654968262, 10.803868293762207, 10.384101867675781, 7.396950721740723, 0.5282434225082397, 0.5590914487838745, 0.6202212572097778, 0.6621942520141602, 0.666804313659668, 0.6660664677619934, 0.6606770753860474, 0.6632639765739441, 0.6723759770393372, 0.6227269172668457, 0.5738680362701416, 0.5509169697761536, 0.26860591769218445, 0.31538328528404236, 0.3207114338874817, 0.32725751399993896, 0.3291156589984894, 0.32598236203193665, 0.32800060510635376, 0.3175930082798004, 0.3061823546886444, 0.280752569437027, 0.2721030116081238, 0.26173245906829834, 1560.4210705351693, 1336.5290970953529, 2893.4785487288136, 2598.6474400046213, 0.04021285752118644, 0.06334399370685422]"
processed_ravdess\03-01-07-02-02-01-20.wav,7,"[-359.96502685546875, 24.279748916625977, -0.3458534777164459, -5.616387844085693, -4.904003143310547, -5.79749059677124, -8.488289833068848, -7.9348015785217285, -4.7969069480896, 2.4087140560150146, -3.218060255050659, -3.985278844833374, 1.0629520416259766, 161.05567932128906, 46.38185501098633, 27.768983840942383, 24.221431732177734, 24.689359664916992, 22.255006790161133, 18.785200119018555, 17.117618560791016, 14.127532958984375, 7.334172248840332, 11.6642427444458, 11.2052583694458, 8.457024574279785, 0.5068495869636536, 0.5447719097137451, 0.603500485420227, 0.641485869884491, 0.6306286454200745, 0.662763774394989, 0.6033438444137573, 0.5688204765319824, 0.5633568167686462, 0.5445763468742371, 0.5338282585144043, 0.5163726210594177, 0.3323507308959961, 0.3789137303829193, 0.39380931854248047, 0.39887186884880066, 0.3935196101665497, 0.42247334122657776, 0.4088261127471924, 0.3979118764400482, 0.38184118270874023, 0.3592396080493927, 0.32412368059158325, 0.30524593591690063, 1833.7514893623104, 1957.9749914882746, 3204.9284251143295, 3347.97230281003, 0.06966463414634147, 0.1341481245899318]"
processed_ravdess\03-01-07-02-01-02-14.wav,7,"[-344.75030517578125, 41.70649719238281, -1.6690101623535156, 11.888787269592285, -6.604640960693359, 0.7836936712265015, -7.6342453956604, -12.00469970703125, 3.2849299907684326, -1.367296576499939, 6.5343918800354, 2.2661569118499756, 1.507688283920288, 182.27291870117188, 48.319339752197266, 27.60659408569336, 24.28076934814453, 22.387832641601562, 16.982072830200195, 16.594282150268555, 20.281553268432617, 13.275964736938477, 14.31995964050293, 9.473095893859863, 8.176079750061035, 11.078605651855469, 0.5855702757835388, 0.5847012996673584, 0.6636294722557068, 0.685854971408844, 0.6529131531715393, 0.6411876082420349, 0.6557745337486267, 0.6319257020950317, 0.5873984098434448, 0.5904165506362915, 0.5903715491294861, 0.5873358249664307, 0.33179524540901184, 0.3634280264377594, 0.38386276364326477, 0.3556169867515564, 0.38760167360305786, 0.39669284224510193, 0.3904484212398529, 0.3830423951148987, 0.3519008755683899, 0.3002339005470276, 0.2824287712574005, 0.2990337014198303, 1558.856206603741, 1615.7452913980346, 2943.6958644701085, 2971.713224092029, 0.041892105007763976, 0.05983081547033709]"
processed_ravdess\03-01-07-02-01-02-09.wav,7,"[-334.4157409667969, 82.48314666748047, 5.710887908935547, 27.306257247924805, 17.401453018188477, 1.1297062635421753, 3.627890110015869, 6.270163059234619, 1.801015019416809, 1.729496955871582, 2.1543726921081543, 1.7401236295700073, 6.886428356170654, 166.71615600585938, 58.75420379638672, 29.916540145874023, 17.022964477539062, 17.247215270996094, 20.516321182250977, 10.604995727539062, 8.358081817626953, 11.268691062927246, 10.384115219116211, 7.914684772491455, 9.108833312988281, 8.712337493896484, 0.5705125331878662, 0.6098112463951111, 0.6760443449020386, 0.6865867376327515, 0.685865044593811, 0.7088743448257446, 0.6942692995071411, 0.713191568851471, 0.6862832903862, 0.6594904661178589, 0.6282472610473633, 0.570196270942688, 0.27283817529678345, 0.32156792283058167, 0.32849177718162537, 0.3460231125354767, 0.3545614778995514, 0.3638730049133301, 0.34008240699768066, 0.31345492601394653, 0.29286065697669983, 0.30175453424453735, 0.2985451817512512, 0.26400238275527954, 972.9338003005298, 1046.649760920862, 1811.181640625, 2268.4073008386376, 0.009031607434640522, 0.01628973881597102]"
