filepath,emotion,features
processed_emodb\08a02Fe.wav,F,"[-255.2097625732422, 110.73390197753906, -19.655393600463867, 48.62666702270508, -6.500662326812744, 12.674915313720703, -13.66219425201416, 7.276209354400635, -12.349689483642578, -1.339879035949707, -2.5268545150756836, -3.7270002365112305, 3.6663191318511963, 135.21641540527344, 40.937374114990234, 44.59806442260742, 31.49506950378418, 32.35800552368164, 19.454530715942383, 29.931642532348633, 14.387992858886719, 12.98401165008545, 12.766992568969727, 11.757762908935547, 10.70849895477295, 7.493612766265869, 0.28527870774269104, 0.2801656723022461, 0.28228381276130676, 0.30931738018989563, 0.320080041885376, 0.3605192005634308, 0.4309370219707489, 0.35445594787597656, 0.34200772643089294, 0.39542365074157715, 0.4560907483100891, 0.4023974537849426, 0.2743207514286041, 0.32724475860595703, 0.33847203850746155, 0.36294689774513245, 0.3668177127838135, 0.3536548316478729, 0.3814569413661957, 0.3367057740688324, 0.30626338720321655, 0.31824347376823425, 0.36263784766197205, 0.3575064539909363, 1521.384957071501, 1034.3240104972106, 3006.18896484375, 1925.5857102741913, 0.06277901785714286, 0.07934071590733585]"
processed_emodb\16a07Wa.wav,W,"[-308.2273254394531, 50.258785247802734, -58.707603454589844, 50.7638053894043, -34.524600982666016, 10.30551815032959, -12.376570701599121, 2.1187195777893066, -0.7313939332962036, -4.959146499633789, -6.504327774047852, -4.826054096221924, -1.902499794960022, 108.36677551269531, 43.08420181274414, 59.13322830200195, 23.392087936401367, 30.346477508544922, 21.228498458862305, 16.86665916442871, 16.68508529663086, 19.04529571533203, 14.165860176086426, 12.062623977661133, 10.173917770385742, 11.370268821716309, 0.48362553119659424, 0.5263693928718567, 0.6145380735397339, 0.613619863986969, 0.5101305842399597, 0.5262687802314758, 0.5859915614128113, 0.611105740070343, 0.576788604259491, 0.5069846510887146, 0.46702146530151367, 0.471439927816391, 0.3059977889060974, 0.3113979697227478, 0.30438289046287537, 0.3290264904499054, 0.3473213016986847, 0.3431682884693146, 0.35423946380615234, 0.33946824073791504, 0.34329110383987427, 0.33717069029808044, 0.3224010467529297, 0.3096138536930084, 1223.5806836202203, 784.1155514993662, 2714.4379550970875, 1808.9130639213217, 0.014828580097087379, 0.03339713105882543]"
processed_emodb\03a07Wc.wav,W,"[-226.3787078857422, 91.14217376708984, -56.72700881958008, 50.03361129760742, -33.455055236816406, 16.40045166015625, -20.615449905395508, 1.500045657157898, -20.93301773071289, -11.371017456054688, -2.4764957427978516, -9.1194486618042, 3.106100082397461, 93.98042297363281, 41.49361038208008, 44.19923400878906, 30.455169677734375, 29.192298889160156, 24.587188720703125, 16.525575637817383, 17.05059242248535, 18.928035736083984, 14.905014991760254, 15.570114135742188, 10.915253639221191, 14.014151573181152, 0.3928922414779663, 0.34471961855888367, 0.3137948215007782, 0.31621983647346497, 0.37081506848335266, 0.38512569665908813, 0.39138051867485046, 0.3725200593471527, 0.37262648344039917, 0.40226125717163086, 0.39192450046539307, 0.4355836510658264, 0.30080825090408325, 0.33133500814437866, 0.315304696559906, 0.2847394645214081, 0.3225918412208557, 0.34467342495918274, 0.3521712124347687, 0.33600977063179016, 0.3422933518886566, 0.3498726189136505, 0.32121172547340393, 0.35682210326194763, 2095.8601432688497, 1080.6838459802543, 3854.921875, 1577.4032056390536, 0.09037543402777778, 0.07958776825950203]"
processed_emodb\15a04Ac.wav,A,"[-160.00241088867188, 108.22138977050781, -34.34320831298828, 45.93500900268555, -17.764598846435547, 27.948312759399414, -13.656025886535645, 5.9854936599731445, -9.08432388305664, -6.070714950561523, 1.8532428741455078, -3.920759916305542, 0.12502619624137878, 89.2145767211914, 44.49345016479492, 29.29339027404785, 41.962623596191406, 27.616636276245117, 23.186967849731445, 19.11160659790039, 12.711114883422852, 13.81235408782959, 12.761686325073242, 11.799078941345215, 10.469148635864258, 9.760550498962402, 0.37239253520965576, 0.348324716091156, 0.40489262342453003, 0.4633614420890808, 0.46443110704421997, 0.41794198751449585, 0.3871775269508362, 0.43246251344680786, 0.43178996443748474, 0.4467630982398987, 0.4535883963108063, 0.4086928963661194, 0.3492887020111084, 0.31387749314308167, 0.32198047637939453, 0.3528883755207062, 0.3695189952850342, 0.3455197215080261, 0.31159892678260803, 0.3292609453201294, 0.3160158097743988, 0.3233248293399811, 0.3217916488647461, 0.3302956223487854, 1721.8856401018288, 878.2308545302669, 3450.4266357421875, 1422.9918109051762, 0.07174072265625, 0.06601956034109478]"
processed_emodb\16b03Ea.wav,E,"[-257.5857238769531, 95.70580291748047, -39.95979309082031, 43.74342727661133, -13.35586929321289, 20.20465850830078, -16.289751052856445, -7.827521800994873, -10.496726036071777, -3.5095455646514893, 5.470365047454834, -1.2819476127624512, -4.423364639282227, 114.15154266357422, 51.5745735168457, 39.36870574951172, 30.47690773010254, 26.545604705810547, 23.13799476623535, 19.911344528198242, 15.295249938964844, 13.93143081665039, 15.423165321350098, 9.28975772857666, 9.458252906799316, 13.954626083374023, 0.3889373540878296, 0.3658152222633362, 0.3539295792579651, 0.30229824781417847, 0.33886176347732544, 0.41520118713378906, 0.491825133562088, 0.4734014570713043, 0.4003874659538269, 0.3798760771751404, 0.3644260764122009, 0.3760964274406433, 0.3488217294216156, 0.31542712450027466, 0.3373934030532837, 0.32857614755630493, 0.3416007459163666, 0.36576274037361145, 0.37090975046157837, 0.36650726199150085, 0.3544028401374817, 0.3663041591644287, 0.3534265160560608, 0.3504999279975891, 1759.8974374246025, 1073.1306770015744, 3288.379856213521, 1755.7410294484512, 0.07707814019941635, 0.0742836420955179]"
processed_emodb\14b09Ac.wav,A,"[-182.4440460205078, 107.05970764160156, -34.2292594909668, 58.54731369018555, -18.551210403442383, 18.73269271850586, -21.31720542907715, -3.341139554977417, -11.62959098815918, -8.63909912109375, 1.190323829650879, -10.277499198913574, 1.0251764059066772, 66.6357192993164, 31.474651336669922, 26.973007202148438, 21.15826988220215, 20.453907012939453, 19.015783309936523, 15.438414573669434, 14.9226655960083, 10.543855667114258, 13.201355934143066, 8.815873146057129, 10.230630874633789, 11.545173645019531, 0.5044091939926147, 0.37303781509399414, 0.19917316734790802, 0.1723431646823883, 0.16544505953788757, 0.17080865800380707, 0.18827129900455475, 0.2438022345304489, 0.275258332490921, 0.278513640165329, 0.4226424992084503, 0.5059995055198669, 0.3760931193828583, 0.35397645831108093, 0.26306504011154175, 0.2974868714809418, 0.2710646390914917, 0.2868494689464569, 0.30345454812049866, 0.3296841084957123, 0.3578774929046631, 0.29945650696754456, 0.38556650280952454, 0.35569873452186584, 1469.5149308923606, 766.8015736518328, 3205.6196732954545, 1605.2240621832136, 0.028926964962121212, 0.021569408315732633]"
processed_emodb\10a05Tb.wav,T,"[-175.2471466064453, 133.2957305908203, -17.07971954345703, 59.8792724609375, -8.810169219970703, 39.24061584472656, 7.123449325561523, 14.280227661132812, -11.797069549560547, -0.3997964859008789, 0.8440407514572144, -0.11661871522665024, 2.710344076156616, 88.53648376464844, 49.45133972167969, 38.870357513427734, 24.226032257080078, 29.081052780151367, 18.29066276550293, 16.008853912353516, 10.861982345581055, 11.866924285888672, 9.771100044250488, 10.945037841796875, 7.898155212402344, 7.596399307250977, 0.2931235134601593, 0.3368704617023468, 0.3975732922554016, 0.46738460659980774, 0.5817998647689819, 0.7134433388710022, 0.7488757967948914, 0.7117739319801331, 0.551622748374939, 0.4098662734031677, 0.3416763246059418, 0.29935818910598755, 0.2622170150279999, 0.25928881764411926, 0.27831846475601196, 0.2943051755428314, 0.25136876106262207, 0.24720965325832367, 0.236997589468956, 0.2879455089569092, 0.2588706314563751, 0.27065950632095337, 0.27656006813049316, 0.2658170461654663, 1348.3650412594452, 1027.6052848263432, 2658.0795288085938, 1892.400384622519, 0.04793972439236111, 0.062134246132406624]"
processed_emodb\11b09Ld.wav,L,"[-249.11398315429688, 134.02076721191406, -9.738100051879883, 61.47156524658203, 1.6645110845565796, 15.904627799987793, -3.9076759815216064, -1.1332299709320068, -4.43610954284668, -1.7655386924743652, -0.7485721707344055, 0.14617690443992615, -1.2321410179138184, 96.97993469238281, 47.876041412353516, 33.55659103393555, 30.394689559936523, 27.14453887939453, 20.011199951171875, 19.765539169311523, 15.135749816894531, 11.974579811096191, 9.175077438354492, 11.663445472717285, 7.552556991577148, 7.310838222503662, 0.4029388129711151, 0.3179018795490265, 0.3428459167480469, 0.39431822299957275, 0.39629948139190674, 0.406568318605423, 0.47193458676338196, 0.5180256366729736, 0.508945107460022, 0.45329228043556213, 0.41771551966667175, 0.4148466885089874, 0.3240293264389038, 0.2475009709596634, 0.3103350102901459, 0.35845112800598145, 0.3210921883583069, 0.3168581426143646, 0.31681376695632935, 0.3373710513114929, 0.3406621217727661, 0.32585644721984863, 0.28557828068733215, 0.30351558327674866, 1312.6093088565547, 945.7510076747803, 2597.921961954195, 1640.9029918499195, 0.05224609375, 0.06991980761195932]"
processed_emodb\16b02Wb.wav,W,"[-249.6403350830078, 56.35940170288086, -72.338623046875, 38.67890548706055, -40.78820037841797, 7.346808433532715, -9.953774452209473, 0.6218083500862122, -4.896140098571777, -5.718903064727783, 0.5646540522575378, -3.6414058208465576, 1.1899713277816772, 86.04666137695312, 33.355281829833984, 52.79322052001953, 31.75094985961914, 30.28061866760254, 19.883686065673828, 19.15873146057129, 15.05492877960205, 12.51584529876709, 13.398279190063477, 11.694953918457031, 11.37572193145752, 12.286937713623047, 0.47153744101524353, 0.5135742425918579, 0.49273133277893066, 0.5397257208824158, 0.527332603931427, 0.5141353011131287, 0.5174658894538879, 0.5203840732574463, 0.5108704566955566, 0.4741067886352539, 0.4602546989917755, 0.46970462799072266, 0.2917416989803314, 0.3305869400501251, 0.33499568700790405, 0.34129762649536133, 0.34505489468574524, 0.3536110818386078, 0.3546968102455139, 0.3279668092727661, 0.3258610963821411, 0.3415352702140808, 0.3289407193660736, 0.3078818917274475, 1231.9525542732626, 574.8618763554484, 2838.871964164402, 1400.799911289059, 0.006874858469202899, 0.017193057964072875]"
processed_emodb\10a07La.wav,L,"[-192.408203125, 147.724609375, -12.226760864257812, 60.36140060424805, -1.8943160772323608, 23.9215030670166, -4.42622709274292, 5.632381916046143, -20.82362174987793, -2.2530763149261475, 5.446597576141357, -3.046494483947754, 15.756712913513184, 83.16078186035156, 64.01241302490234, 30.583141326904297, 25.29640007019043, 28.48993682861328, 25.714828491210938, 13.873806953430176, 15.125638008117676, 15.82667350769043, 13.22232723236084, 12.626601219177246, 14.555615425109863, 7.585284233093262, 0.3366786539554596, 0.3540583848953247, 0.40945664048194885, 0.46005696058273315, 0.5669769048690796, 0.5633507370948792, 0.5232123732566833, 0.5051449537277222, 0.4691378176212311, 0.4150095582008362, 0.3995234966278076, 0.3617551922798157, 0.30572664737701416, 0.31532907485961914, 0.3240804970264435, 0.32679009437561035, 0.36437922716140747, 0.349219411611557, 0.33243528008461, 0.3276343047618866, 0.3006231486797333, 0.3247017562389374, 0.3268274664878845, 0.28426894545555115, 1040.2473775488804, 891.5636583006446, 2033.2601857739826, 1843.3281807125868, 0.010986328125, 0.008550111329085239]"
processed_emodb\11b03Wa.wav,W,"[-283.173095703125, 132.21250915527344, -28.536895751953125, 44.2043571472168, -16.256397247314453, 11.826216697692871, 3.975107431411743, 9.37790584564209, -12.977487564086914, 1.0089046955108643, -0.16597537696361542, -7.819007396697998, 4.290600776672363, 95.03909301757812, 52.93729782104492, 47.127689361572266, 30.97161865234375, 29.718143463134766, 26.33416175842285, 21.369436264038086, 11.742039680480957, 13.976329803466797, 12.815523147583008, 10.014849662780762, 11.168206214904785, 10.395783424377441, 0.5054448246955872, 0.5032969117164612, 0.5574997067451477, 0.6263827681541443, 0.6922606825828552, 0.6259741187095642, 0.5641624927520752, 0.5613526701927185, 0.5577238202095032, 0.49437734484672546, 0.47377538681030273, 0.4677596986293793, 0.3002764880657196, 0.3211902379989624, 0.3220011591911316, 0.3145901560783386, 0.31183063983917236, 0.32532885670661926, 0.35435613989830017, 0.3511298894882202, 0.3392931818962097, 0.30361539125442505, 0.30115142464637756, 0.2701878249645233, 716.2287139600098, 462.7259369480064, 1572.0461758700285, 1476.4432283723288, 0.002682772549715909, 0.006037012777958594]"
processed_emodb\13a05Ea.wav,E,"[-181.5504608154297, 106.35292053222656, -22.71479606628418, 59.946250915527344, -11.281550407409668, 28.553516387939453, -30.489988327026367, 0.43304333090782166, -16.121614456176758, 4.801887512207031, 5.024081707000732, -3.122654438018799, 7.6663031578063965, 84.96133422851562, 53.62617874145508, 32.20903396606445, 25.731943130493164, 26.089351654052734, 15.634605407714844, 20.202930450439453, 12.349638938903809, 14.309223175048828, 14.58421516418457, 9.236407279968262, 9.510028839111328, 10.3844575881958, 0.44363412261009216, 0.38325563073158264, 0.3339942395687103, 0.3515230417251587, 0.3394979238510132, 0.317381888628006, 0.31318190693855286, 0.39141231775283813, 0.48672792315483093, 0.5016542077064514, 0.5030815005302429, 0.49290022253990173, 0.31955331563949585, 0.31568673253059387, 0.2994256615638733, 0.3406584858894348, 0.3416405916213989, 0.33131644129753113, 0.31622186303138733, 0.3370535969734192, 0.36414793133735657, 0.3571000099182129, 0.3407054543495178, 0.33028659224510193, 1733.3138875249524, 1098.5059222588939, 3349.5432816816297, 1840.7239272900003, 0.05474415141574586, 0.07650805484747583]"
processed_emodb\03b02Wb.wav,W,"[-230.89376831054688, 110.11311340332031, -35.892547607421875, 41.99966049194336, -25.154712677001953, 13.516092300415039, -9.757550239562988, 4.968700885772705, -16.033464431762695, -1.8513803482055664, 4.812290668487549, -3.9615225791931152, 5.406352519989014, 121.0956039428711, 55.922237396240234, 43.84918212890625, 35.295711517333984, 29.67302703857422, 24.86281967163086, 19.515907287597656, 14.543563842773438, 16.210126876831055, 13.773087501525879, 15.734491348266602, 12.213743209838867, 9.845569610595703, 0.3855906128883362, 0.4139192998409271, 0.4303476810455322, 0.4549456834793091, 0.5512995719909668, 0.5496757626533508, 0.5286362767219543, 0.4965718686580658, 0.45912784337997437, 0.4161147177219391, 0.3721129596233368, 0.34729018807411194, 0.3368798494338989, 0.3422190845012665, 0.3596054017543793, 0.36762139201164246, 0.3803682029247284, 0.3425781726837158, 0.36352360248565674, 0.3599727749824524, 0.3356132507324219, 0.3308492600917816, 0.3160225450992584, 0.2945394814014435, 1385.5009069778055, 895.3993216927041, 2797.8340480638585, 1788.4643632565594, 0.02775772758152174, 0.023365363240511174]"
processed_emodb\09b01Wb.wav,W,"[-224.31463623046875, 88.0060806274414, -56.59889602661133, 62.10524368286133, -26.716899871826172, 0.6407865881919861, -20.113147735595703, -11.476457595825195, -8.620194435119629, -1.5775291919708252, -14.137269020080566, -0.21152622997760773, 2.436640501022339, 97.71522521972656, 42.69185256958008, 45.275535583496094, 25.99872589111328, 27.111083984375, 23.32368278503418, 17.38345718383789, 18.154695510864258, 13.274169921875, 15.915701866149902, 11.997014999389648, 10.634660720825195, 11.905708312988281, 0.3685608208179474, 0.4119682013988495, 0.4098365902900696, 0.4037178158760071, 0.4062955677509308, 0.3938179910182953, 0.38484057784080505, 0.3645480275154114, 0.37849342823028564, 0.29529625177383423, 0.2757798135280609, 0.30774638056755066, 0.3211571276187897, 0.31341859698295593, 0.3687058091163635, 0.36978426575660706, 0.36785444617271423, 0.35656437277793884, 0.38156571984291077, 0.3559827208518982, 0.37482842803001404, 0.33664363622665405, 0.3079436421394348, 0.3133999705314636, 1567.3115175178941, 742.5227835866166, 3376.5451738911293, 1512.3526759006245, 0.028850596438172043, 0.02554711326238678]"
processed_emodb\13b03Ac.wav,A,"[-178.5163116455078, 119.59539031982422, -20.784170150756836, 43.15153121948242, -12.666528701782227, 33.74277114868164, -13.394756317138672, 2.3100030422210693, -11.162219047546387, 0.11577627807855606, 3.046710968017578, -5.562171459197998, -0.3791032135486603, 74.87468719482422, 30.83849334716797, 27.290699005126953, 24.106300354003906, 22.636083602905273, 19.416664123535156, 17.874853134155273, 12.307247161865234, 13.117805480957031, 14.615175247192383, 10.827934265136719, 9.386174201965332, 9.250064849853516, 0.46236494183540344, 0.3164406716823578, 0.2580853998661041, 0.25183001160621643, 0.26126694679260254, 0.26222893595695496, 0.28072261810302734, 0.3355311155319214, 0.40138280391693115, 0.418815940618515, 0.4797162115573883, 0.537380576133728, 0.3453863561153412, 0.3098801374435425, 0.311927855014801, 0.31549766659736633, 0.34548109769821167, 0.34453606605529785, 0.3510779142379761, 0.3569888770580292, 0.38156765699386597, 0.34496018290519714, 0.33255311846733093, 0.3405474126338959, 1338.5953147489752, 748.2356616546555, 2914.5115138767483, 1614.262777800108, 0.028067635489510488, 0.034240113312218504]"
processed_emodb\09a05Tb.wav,T,"[-223.00526428222656, 117.08277130126953, -16.91579818725586, 62.043975830078125, -9.52664566040039, 24.21278953552246, -4.591974258422852, 4.458334922790527, -5.029114723205566, 7.336490631103516, 3.2589848041534424, -7.2409892082214355, 12.37456226348877, 96.65473937988281, 52.34333801269531, 35.93001937866211, 30.566213607788086, 25.152429580688477, 15.88276195526123, 18.345829010009766, 13.466816902160645, 10.900671005249023, 13.731748580932617, 10.236177444458008, 10.476609230041504, 11.639872550964355, 0.3998488783836365, 0.5189304947853088, 0.6528559923171997, 0.6484001874923706, 0.5207042694091797, 0.4240851402282715, 0.4018881022930145, 0.4379824101924896, 0.4393458664417267, 0.4259907603263855, 0.39192312955856323, 0.35777392983436584, 0.3212844431400299, 0.31368887424468994, 0.298847496509552, 0.3013765215873718, 0.3162330090999603, 0.3211352229118347, 0.3270758390426636, 0.3545112609863281, 0.34137827157974243, 0.3351660668849945, 0.3199242949485779, 0.3106391131877899, 1600.8742442948396, 1081.4099013373614, 3125.117591993343, 1756.7982228440735, 0.07171955898668639, 0.0814736549540657]"
processed_emodb\03b02La.wav,L,"[-253.44239807128906, 143.18568420410156, -10.913865089416504, 54.123085021972656, -21.94552230834961, 17.54134178161621, -7.277502536773682, -6.883307456970215, -9.550354957580566, 0.996316134929657, 6.8212666511535645, -6.1620025634765625, -0.07273231446743011, 94.68878936767578, 58.573604583740234, 37.90031814575195, 31.453359603881836, 25.528392791748047, 21.68161392211914, 18.075693130493164, 12.493309020996094, 11.954316139221191, 10.161243438720703, 12.356414794921875, 11.876534461975098, 10.096388816833496, 0.36526137590408325, 0.42207640409469604, 0.5602449178695679, 0.5820028185844421, 0.4928823709487915, 0.4666789770126343, 0.4723397195339203, 0.5497448444366455, 0.5301292538642883, 0.46691441535949707, 0.4422557055950165, 0.4560592770576477, 0.26642751693725586, 0.2941155433654785, 0.3089653253555298, 0.2912823259830475, 0.2889147996902466, 0.29910632967948914, 0.2680298984050751, 0.2925873398780823, 0.2963394224643707, 0.2751702666282654, 0.2943389415740967, 0.3067663013935089, 1504.1583676271568, 1124.6759402393545, 2640.9755859375, 1679.5956166016576, 0.07424153645833333, 0.07573394529437923]"
processed_emodb\13b09La.wav,L,"[-208.163330078125, 119.45111846923828, -11.692828178405762, 59.39142608642578, -0.1274697482585907, 20.564851760864258, -5.666535377502441, 2.1083006858825684, -1.212950348854065, -7.9456048011779785, -0.06046273186802864, 0.032660145312547684, -2.8873226642608643, 75.89772033691406, 38.342994689941406, 31.524335861206055, 19.560205459594727, 21.240642547607422, 19.960790634155273, 18.104108810424805, 15.363640785217285, 9.019194602966309, 13.937837600708008, 10.091641426086426, 8.217594146728516, 13.330605506896973, 0.22546830773353577, 0.29972952604293823, 0.43550679087638855, 0.6142492294311523, 0.5239556431770325, 0.4391089379787445, 0.37987765669822693, 0.2804487645626068, 0.2722783088684082, 0.3156414031982422, 0.2616609036922455, 0.18683193624019623, 0.2952250838279724, 0.2934345602989197, 0.354550838470459, 0.3970071077346802, 0.3423672616481781, 0.36833691596984863, 0.39655107259750366, 0.3326551914215088, 0.3552899956703186, 0.3520418405532837, 0.27600258588790894, 0.25392165780067444, 923.4905847032145, 726.5404814798779, 2062.0925903320312, 1741.1676058449393, 0.010777064732142858, 0.008099781946316572]"
processed_emodb\13a05Lc.wav,L,"[-230.5049591064453, 108.41116333007812, -14.800897598266602, 61.73624801635742, -21.878875732421875, 25.05780029296875, -6.57495641708374, 2.232448101043701, -6.193742275238037, -4.690293312072754, -4.518609523773193, -7.690985202789307, 0.0147996312007308, 76.88007354736328, 40.97303771972656, 26.032724380493164, 26.66358757019043, 25.013763427734375, 15.673754692077637, 17.15141487121582, 14.664008140563965, 12.189894676208496, 12.799997329711914, 9.897710800170898, 7.565643310546875, 12.5051851272583, 0.19161546230316162, 0.18039941787719727, 0.23683881759643555, 0.34242677688598633, 0.39967402815818787, 0.39893627166748047, 0.3505784869194031, 0.37609875202178955, 0.40345561504364014, 0.3445526659488678, 0.32900354266166687, 0.27489739656448364, 0.2667757570743561, 0.2523297667503357, 0.30472061038017273, 0.3769301474094391, 0.3814232051372528, 0.36038923263549805, 0.3516543507575989, 0.37422022223472595, 0.37910860776901245, 0.3383522629737854, 0.37140193581581116, 0.33051347732543945, 1647.56133255892, 1037.806737965013, 3405.2161907327586, 1699.5322121485326, 0.06351023706896551, 0.07338087747140186]"
processed_emodb\13b01Ld.wav,L,"[-215.5148162841797, 102.99710083007812, -10.907318115234375, 68.81075286865234, -12.337359428405762, 17.575313568115234, -11.886571884155273, 1.8940701484680176, -5.9342851638793945, -4.64028263092041, -7.394711017608643, -1.3368183374404907, 2.396362543106079, 76.26588439941406, 45.40055465698242, 29.939640045166016, 31.040430068969727, 21.73280906677246, 19.29636001586914, 20.613378524780273, 15.248086929321289, 12.093762397766113, 13.513754844665527, 10.841423034667969, 11.528428077697754, 15.535634994506836, 0.25055283308029175, 0.2557559013366699, 0.3676670789718628, 0.4730093777179718, 0.43897032737731934, 0.32699114084243774, 0.2527811825275421, 0.27096739411354065, 0.34881651401519775, 0.3365258574485779, 0.3243445158004761, 0.3115393817424774, 0.2916019558906555, 0.2988772988319397, 0.36599472165107727, 0.40838029980659485, 0.391299307346344, 0.35012179613113403, 0.32259395718574524, 0.33593592047691345, 0.386872798204422, 0.35113075375556946, 0.31582602858543396, 0.31741222739219666, 1267.8046023374927, 980.2912652005117, 2619.9968009159484, 1959.418009383993, 0.013364594558189655, 0.009691370226477598]"
processed_emodb\16a02Lb.wav,L,"[-214.70521545410156, 81.8240737915039, -42.22577667236328, 65.60623931884766, -23.78138542175293, 20.56955337524414, -16.726760864257812, -1.4239020347595215, -2.8378233909606934, -1.7080965042114258, 8.317556381225586, -8.337479591369629, 3.472219228744507, 93.07437133789062, 35.971126556396484, 38.946170806884766, 27.19814109802246, 25.537839889526367, 18.66469383239746, 26.82428741455078, 16.689496994018555, 13.489108085632324, 11.5264253616333, 10.532050132751465, 12.000547409057617, 7.270654201507568, 0.3023364543914795, 0.3533245921134949, 0.4083274006843567, 0.4889042377471924, 0.5535308122634888, 0.47196701169013977, 0.4271959960460663, 0.36299532651901245, 0.33795157074928284, 0.37337973713874817, 0.3686365783214569, 0.3380989134311676, 0.2883528470993042, 0.366376131772995, 0.3579051196575165, 0.3855791985988617, 0.39627373218536377, 0.3791554272174835, 0.39991214871406555, 0.376005083322525, 0.3398584723472595, 0.3534190356731415, 0.3601750433444977, 0.2995382845401764, 1693.29657266429, 880.0708273553365, 3664.7119140625, 1507.9073633267296, 0.043505859375, 0.04307287988811062]"
processed_emodb\08a02Tb.wav,T,"[-256.83404541015625, 97.00762939453125, 3.9250080585479736, 49.853538513183594, -2.1573500633239746, 26.547327041625977, -2.1443850994110107, 12.995978355407715, 2.6842031478881836, -4.7402191162109375, 7.38918399810791, 1.577344536781311, 1.8801424503326416, 114.00843811035156, 37.17305374145508, 30.899471282958984, 33.81296157836914, 28.385583877563477, 17.530941009521484, 23.327545166015625, 8.537029266357422, 11.015975952148438, 17.932979583740234, 9.820537567138672, 8.453850746154785, 12.0139799118042, 0.472017377614975, 0.5632349252700806, 0.6297824382781982, 0.6945636868476868, 0.7051828503608704, 0.5952997207641602, 0.4658798575401306, 0.3893791735172272, 0.3673352003097534, 0.37263327836990356, 0.38294151425361633, 0.39954254031181335, 0.3509436249732971, 0.3323596715927124, 0.30178847908973694, 0.2585192024707794, 0.3034853935241699, 0.3655881881713867, 0.37656378746032715, 0.36428067088127136, 0.35545825958251953, 0.35225188732147217, 0.34172242879867554, 0.3269282877445221, 1443.0442712905237, 911.3166603999639, 3075.2513538707385, 1566.2915545932838, 0.045854048295454544, 0.06766238455132845]"
processed_emodb\16a05Tb.wav,T,"[-261.95703125, 73.22351837158203, -9.413661003112793, 48.2026481628418, -0.3800654113292694, 24.01024055480957, 0.7026469707489014, 2.2281439304351807, -2.293346643447876, 5.221628189086914, 4.65933895111084, -0.08551392704248428, 0.4245149791240692, 98.89733123779297, 37.1613883972168, 30.620450973510742, 24.125415802001953, 19.239816665649414, 12.791111946105957, 13.603275299072266, 10.604606628417969, 10.955090522766113, 12.507518768310547, 7.848669052124023, 6.879104137420654, 10.439010620117188, 0.3079429566860199, 0.296409547328949, 0.33546051383018494, 0.3899931013584137, 0.4390864074230194, 0.5647204518318176, 0.5953447222709656, 0.6152469515800476, 0.5455536842346191, 0.405478298664093, 0.32056334614753723, 0.30839449167251587, 0.2852361798286438, 0.2676851153373718, 0.2935841679573059, 0.30654510855674744, 0.26397815346717834, 0.2953861951828003, 0.28457483649253845, 0.36052799224853516, 0.40875673294067383, 0.3379400372505188, 0.2855433225631714, 0.2851788103580475, 2066.08501376676, 968.8568314540057, 4362.604905476749, 1441.231029317725, 0.08819559247013652, 0.09345481282163576]"
processed_emodb\14b09Lb.wav,L,"[-238.26406860351562, 125.94217681884766, -13.39307689666748, 44.88580322265625, -12.247672080993652, 17.036409378051758, -12.314360618591309, -2.395326614379883, -6.223270416259766, -9.327774047851562, 7.770670413970947, -4.227520942687988, 4.3537797927856445, 83.1001968383789, 36.53965377807617, 33.932044982910156, 20.067686080932617, 24.291702270507812, 19.52507781982422, 15.549015045166016, 13.226902961730957, 10.210031509399414, 12.821440696716309, 11.694291114807129, 8.865583419799805, 8.000770568847656, 0.43791571259498596, 0.4113119840621948, 0.3858753442764282, 0.33694079518318176, 0.38149115443229675, 0.4096425771713257, 0.319462388753891, 0.31880784034729004, 0.3528141975402832, 0.32459256052970886, 0.34336334466934204, 0.4001961946487427, 0.3600744903087616, 0.3767809569835663, 0.3690389096736908, 0.36134639382362366, 0.39153721928596497, 0.4053509831428528, 0.3486486077308655, 0.35714223980903625, 0.3593541085720062, 0.3316984176635742, 0.35175350308418274, 0.34562772512435913, 900.1831573390516, 609.0255821959803, 1826.6518332741477, 1456.1567509215965, 0.014877781723484848, 0.013218816850622778]"
processed_emodb\09b03Wb.wav,W,"[-236.4382781982422, 88.1717300415039, -68.44291687011719, 36.670814514160156, -32.81467056274414, 11.924924850463867, -8.956759452819824, -15.442556381225586, -7.797847747802734, -1.0431307554244995, -5.565522193908691, 0.9805335998535156, -1.8512728214263916, 105.37556457519531, 36.535823822021484, 60.27021789550781, 27.609296798706055, 24.067838668823242, 23.130374908447266, 16.44661521911621, 16.528167724609375, 14.205893516540527, 14.679969787597656, 13.0947904586792, 12.176334381103516, 12.71557903289795, 0.36817073822021484, 0.5517325401306152, 0.5187631845474243, 0.4030502438545227, 0.39017269015312195, 0.39792484045028687, 0.33190813660621643, 0.32977718114852905, 0.3835673928260803, 0.37449851632118225, 0.3325369954109192, 0.2951209843158722, 0.31386446952819824, 0.3677504360675812, 0.37513744831085205, 0.3673175275325775, 0.37202930450439453, 0.37676411867141724, 0.3591598570346832, 0.34447914361953735, 0.35448211431503296, 0.36236411333084106, 0.34559884667396545, 0.30604782700538635, 1290.2988704831073, 610.0833532237687, 2838.7490844726562, 1396.2775939166463, 0.02384033203125, 0.029853844158846857]"
